country,type,topic,sum,prop
Argentina,budget,glaciers,39.88820182,0.023616461
Bahamas,budget,glaciers,0.000625391,0.000625391
Belize,budget,glaciers,1.069184054,0.014646357
Bolivia,budget,glaciers,15.77501812,0.066561258
Brazil,budget,glaciers,59.34932232,0.010558499
Chile,budget,glaciers,46.39283175,0.04352048
Colombia,budget,glaciers,6.932218688,0.018837551
Costa.Rica,budget,glaciers,3.48401635,0.019038341
Cuba,budget,glaciers,0.109308967,0.027327242
Ecuador,budget,glaciers,8.180433867,0.029964959
El.Salvador,budget,glaciers,0.025092269,0.003136534
Guatemala,budget,glaciers,0.275847164,0.018389811
Honduras,budget,glaciers,0.107275225,0.035758408
Jamaica,budget,glaciers,0.006369427,0.006369427
Mexico,budget,glaciers,26.40406727,0.01156045
Nicaragua,budget,glaciers,0.008130081,0.008130081
Panama,budget,glaciers,1.916619603,0.017266843
Paraguay,budget,glaciers,0.240943664,0.007301323
Peru,budget,glaciers,31.02572944,0.087396421
Uruguay,budget,glaciers,1.403446772,0.009547257
Venezuela,budget,glaciers,2.090888675,0.014621599
Argentina,budget,groundwater,166.516084,0.098588564
Bahamas,budget,groundwater,0.008130081,0.008130081
Belize,budget,groundwater,3.709906959,0.050820643
Bolivia,budget,groundwater,17.9568431,0.07576727
Brazil,budget,groundwater,301.681542,0.05367044
Chile,budget,groundwater,78.21429536,0.073371759
Colombia,budget,groundwater,14.3291665,0.038937952
Costa.Rica,budget,groundwater,24.28904922,0.132727045
Cuba,budget,groundwater,0.014070872,0.003517718
Ecuador,budget,groundwater,8.3393155,0.030546943
El.Salvador,budget,groundwater,1.158926843,0.144865855
Guatemala,budget,groundwater,2.473738023,0.164915868
Honduras,budget,groundwater,0.468566464,0.156188821
Jamaica,budget,groundwater,0.01910828,0.01910828
Mexico,budget,groundwater,356.7223475,0.156183164
Nicaragua,budget,groundwater,0.024390244,0.024390244
Panama,budget,groundwater,5.483879926,0.049404324
Paraguay,budget,groundwater,4.195065764,0.127123205
Peru,budget,groundwater,18.62246447,0.052457646
Uruguay,budget,groundwater,10.66696936,0.072564417
Venezuela,budget,groundwater,3.938743683,0.027543662
Argentina,budget,rivers,222.5151356,0.131743716
Bahamas,budget,rivers,0.000625391,0.000625391
Belize,budget,rivers,8.358942885,0.114506067
Bolivia,budget,rivers,31.71229576,0.133807155
Brazil,budget,rivers,740.3320344,0.131708243
Chile,budget,rivers,101.7530683,0.09545316
Colombia,budget,rivers,49.62941004,0.134862527
Costa.Rica,budget,rivers,14.81878193,0.08097695
Cuba,budget,rivers,0.590014614,0.147503654
Ecuador,budget,rivers,23.95035518,0.087730239
El.Salvador,budget,rivers,0.430473108,0.053809138
Guatemala,budget,rivers,0.481954533,0.032130302
Honduras,budget,rivers,0.139173825,0.046391275
Jamaica,budget,rivers,0.006369427,0.006369427
Mexico,budget,rivers,200.7656093,0.08790088
Nicaragua,budget,rivers,0.008130081,0.008130081
Panama,budget,rivers,5.802749282,0.052277021
Paraguay,budget,rivers,10.59718876,0.321126932
Peru,budget,rivers,41.24427483,0.116181056
Uruguay,budget,rivers,19.13074678,0.130141135
Venezuela,budget,rivers,19.77729138,0.138302737
Argentina,budget,wetlands,68.96230394,0.040830257
Bahamas,budget,wetlands,0.000625391,0.000625391
Belize,budget,wetlands,8.821113913,0.120837177
Bolivia,budget,wetlands,5.299988895,0.022362822
Brazil,budget,wetlands,134.9752205,0.02401267
Chile,budget,wetlands,19.43191153,0.01822881
Colombia,budget,wetlands,20.11145065,0.054650681
Costa.Rica,budget,wetlands,5.708631915,0.03119471
Cuba,budget,wetlands,0.142309143,0.035577286
Ecuador,budget,wetlands,4.466207903,0.016359736
El.Salvador,budget,wetlands,0.170838999,0.021354875
Guatemala,budget,wetlands,0.863624571,0.057574971
Honduras,budget,wetlands,0.021858232,0.007286077
Jamaica,budget,wetlands,0.01910828,0.01910828
Mexico,budget,wetlands,107.5166148,0.047073824
Nicaragua,budget,wetlands,0.040650407,0.040650407
Panama,budget,wetlands,3.187068293,0.028712327
Paraguay,budget,wetlands,2.218975511,0.067241682
Peru,budget,wetlands,8.25507239,0.023253725
Uruguay,budget,wetlands,4.012305099,0.027294593
Venezuela,budget,wetlands,2.959767704,0.020697676
Argentina,budget,precipitation,128.6403385,0.076163611
Bahamas,budget,precipitation,0.099437148,0.099437148
Belize,budget,precipitation,3.803916436,0.052108444
Bolivia,budget,precipitation,23.791283,0.10038516
Brazil,budget,precipitation,408.6744706,0.072704941
Chile,budget,precipitation,91.07226311,0.085433643
Colombia,budget,precipitation,28.22297628,0.07669287
Costa.Rica,budget,precipitation,21.74418636,0.11882069
Cuba,budget,precipitation,0.088949695,0.022237424
Ecuador,budget,precipitation,23.85072037,0.087365276
El.Salvador,budget,precipitation,0.451838917,0.056479865
Guatemala,budget,precipitation,1.186983256,0.079132217
Honduras,budget,precipitation,0.26435866,0.088119553
Jamaica,budget,precipitation,0.01910828,0.01910828
Mexico,budget,precipitation,138.0814562,0.060455979
Nicaragua,budget,precipitation,0.008130081,0.008130081
Panama,budget,precipitation,12.96036208,0.116760019
Paraguay,budget,precipitation,4.565099981,0.138336363
Peru,budget,precipitation,32.0881908,0.09038927
Uruguay,budget,precipitation,12.21813254,0.083116548
Venezuela,budget,precipitation,9.666125095,0.06759528
Argentina,no papers,,1689,0.133877616
Bahamas,no papers,,1,7.92644E-05
Belize,no papers,,73,0.005786303
Bolivia,no papers,,237,0.018785669
Brazil,no papers,,5621,0.445545339
Chile,no papers,,1066,0.084495878
Colombia,no papers,,368,0.029169309
Costa.Rica,no papers,,183,0.01450539
Cuba,no papers,,4,0.000317058
Ecuador,no papers,,273,0.021639188
El.Salvador,no papers,,8,0.000634115
Guatemala,no papers,,15,0.001188966
Honduras,no papers,,3,0.000237793
Jamaica,no papers,,1,7.92644E-05
Mexico,no papers,,2284,0.181039949
Nicaragua,no papers,,1,7.92644E-05
Panama,no papers,,111,0.008798351
Paraguay,no papers,,33,0.002615726
Peru,no papers,,355,0.028138871
Uruguay,no papers,,147,0.011651871
Venezuela,no papers,,143,0.011334813
