"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source-app","rec-number","foreign-keys","ref-type","contributors","titles","pages","number","dates","publisher","isbn","notes","urls","electronic-resource-num","periodical","volume","pdfs"
"126",0,"D. Sandri, M.A.A. De Souza, W.J.A. Filho, A.M.S. Filho","Application of wastewater in grass by subsurface drip irrigation system [Irrigação de gramado com água residuária aplicada por gotejamento subsuperficial]",2014,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899746437&partnerID=40&md5=69411ff6b78d879c6ee3e8c73d1374c8",NA,126,"8/10/2018","Article","",NA,NA,19,1,1,13,0,0,0,4,4,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","267","2670","2","Sandri, D.Souza, M. A. A. DeFilho, W. J. A.Filho, A. M. S.","Application of wastewater in grass by subsurface drip irrigation system [Irrigação de gramado com água residuária aplicada por gotejamento subsuperficial]","1-13","Query date: 2018-08-10",2014,"NA","NA","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899746437&partnerID=40&md5=69411ff6b78d879c6ee3e8c73d1374c8",NA,NA,NA,"manual_download_portuguese/621/621.pdf"
"280",7,"E.E. Sano, C.C.M. dos Santos, E.M. da Silva, J.M. Chaves","Agricultural frontier of western bahia: Considerations about temporal and environmental aspects [Fronteira agrícola do oeste baiano: Considerações sobre os aspectos temporais e ambientais]",2011,"Geociencias",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82555194563&partnerID=40&md5=430c85568bdf0498c868a9572552da44",NA,281,"8/10/2018","Article","",NA,NA,30,3,479,489,7,1,2,4,7,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","458","4580","2","Sano, E. E.Santos, C. C. M. dosSilva, E. M. daChaves, J. M.","Agricultural frontier of western bahia: Considerations about temporal and environmental aspects [Fronteira agrícola do oeste baiano: Considerações sobre os aspectos temporais e ambientais]","479-489","Query date: 2018-08-10",2011,"NA","NA","30Cited By (since 2011): 7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82555194563&partnerID=40&md5=430c85568bdf0498c868a9572552da44",NA,NA,NA,"manual_download_portuguese/622/Art 13_Sano.pdf"
"459",12,"M.J. de Santana, J.deO. Carvalho, M.J.B. de Andrade, J.C. Braga, G.G. Gervásio","Cropping coefficient and yield analysis of bean plant under irrigation management [Coeficiente de cultura e análise do rendimento do feijoeiro sob regime de irrigação]",2008,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43549097585&partnerID=40&md5=78d6b20a0f4d8af443b94a74305977da",NA,460,"8/10/2018","Article","",NA,NA,13,1,92,112,12,1.2,2,5,10,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","637","6370","2","Santana, M. J. deCarvalho, J. deOAndrade, M. J. B. deBraga, J. C.Gervásio, G. G.","Cropping coefficient and yield analysis of bean plant under irrigation management [Coeficiente de cultura e análise do rendimento do feijoeiro sob regime de irrigação]","92-112","Query date: 2018-08-10",2008,"NA","NA","13Cited By (since 2008): 12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43549097585&partnerID=40&md5=78d6b20a0f4d8af443b94a74305977da",NA,NA,NA,"manual_download_portuguese/623/3347-Texto do artigo-12618-1-10-20180612.pdf"
"295",0,"M.J. de Santana, U. da Costa Pereira, J.D.C. Beirigo, S.S. de Souza, T.M. Campos, T.A. Vieira","Crop coefficient for irrigated tomato [Coeficientes de cultura para o Tomateiro irrigado]",2011,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052508931&partnerID=40&md5=a0ce55c8ffc002991945c97a4cc6f712",NA,296,"8/10/2018","Article","",NA,NA,16,1,11,20,0,0,0,6,7,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","473","4730","2","Santana, M. J. dePereira, U. da CostaBeirigo, J. D. C.Souza, S. S. deCampos, T. M.Vieira, T. A.","Crop coefficient for irrigated tomato [Coeficientes de cultura para o Tomateiro irrigado]","11-20","Query date: 2018-08-10",2011,"NA","NA","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052508931&partnerID=40&md5=a0ce55c8ffc002991945c97a4cc6f712",NA,NA,NA,"manual_download_portuguese/624/187-Texto do artigo-459-1-10-20110830.pdf"
"325",6,"M.J. de Santana, T.A. Vieira, A.C. Barreto, O.C. da Cruz","Tomato response irrigated with different levels of soil water replacement [Resposta do tomateiro irrigado a níveis de reposição de água no solo]",2010,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957935974&partnerID=40&md5=5960e993770d4367b6484eaeec04c509",NA,326,"8/10/2018","Article","",NA,NA,15,4,443,454,6,0.75,2,4,8,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","503","5030","2","Santana, M. J. deVieira, T. A.Barreto, A. C.Cruz, O. C. da","Tomato response irrigated with different levels of soil water replacement [Resposta do tomateiro irrigado a níveis de reposição de água no solo]","443-454","Query date: 2018-08-10",2010,"NA","NA","15Cited By (since 2010): 6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957935974&partnerID=40&md5=5960e993770d4367b6484eaeec04c509",NA,NA,NA,"manual_download_portuguese/625/137-Texto do artigo-347-1-10-20110510.pdf"
"689",0,"Cleide Moura dos Santos, Regiani Carvalho Oliveira, Henrique Llacer Roig, Weeberb JoÃ£o RÃ©quia JÃºnior","Passive biomonitoring with hull aroeira vermelha (Myracrodruon urundeuva Lorenzi Harri) to verify spatial variability of air pollution in a region of the Federal District, Brazil",2014,"Engenharia Sanitaria e Ambiental",NA,NA,NA,86,"8/10/2018","Journal article","10.1590/S1413-41522014019000000666",NA,NA,19,4,453,460,0,0,0,4,4,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","186","186","17","Santos, Cleide Moura dosOliveira, Regiani CarvalhoRoig, Henrique LlacerJÃºnior, Weeberb JoÃ£o RÃ©quia","Passive biomonitoring with hull aroeira vermelha (Myracrodruon urundeuva Lorenzi Harri) to verify spatial variability of air pollution in a region of the Federal District, BrazilEngenharia Sanitaria e Ambiental","453-460","4",2014,"NA","NA",NA,"NAhttp://www.scielo.br/pdf/esa/v19n4/1413-4152-esa-19-04-0453.pdfinternal-pdf://1431713979/Santos-2014-Passive biomonitoring with hull ar.pdf","10.1590/S1413-41522014019000000666","Engenharia Sanitaria e Ambiental","19","1431713979/Santos-2014-Passive biomonitoring with hull ar.pdf"
"506",11,"M.A. Dos Santos, M.B.P. de Camargo","Calibration of an agrometeorological model for predicting coffee (Coffea Arabica L.) Productivity in Sao Paulo State, Brazil [Parametrização de modelo agrometeorológico de estimativa de productividade do cafeeiro nas condições do Estado de São Paulo]",2006,"Bragantia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646581009&doi=10.1590%2fS0006-87052006000100022&partnerID=40&md5=ec8039ce04e15a31d01249c3f75c064e",NA,507,"8/10/2018","Article","10.1590/S0006-87052006000100022",NA,NA,65,1,173,183,11,0.92,6,2,12,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","684","684","2","Santos, M. A. DosCamargo, M. B. P. de","Calibration of an agrometeorological model for predicting coffee (Coffea Arabica L.) Productivity in Sao Paulo State, Brazil [Parametrização de modelo agrometeorológico de estimativa de productividade do cafeeiro nas condições do Estado de São Paulo]","173-183","Query date: 2018-08-10",2006,"NA","NA","65Cited By (since 2006): 11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646581009&doi=10.1590%2fS0006-87052006000100022&partnerID=40&md5=ec8039ce04e15a31d01249c3f75c064ehttp://www.scielo.br/pdf/brag/v65n1/29052.pdfinternal-pdf://0226776946/Santos-2006-Calibration of an agrometeorologic.pdf","10.1590/S0006-87052006000100022",NA,NA,"0226776946/Santos-2006-Calibration of an agrometeorologic.pdf"
"724",1,"Marinaldo Gomes dos Santos, Sueli Yoshinaga Pereira","AVI method (Aquifer Vulnerability Index) for groundwater vulnerability classification in Campos dos Goytacazes region, Rio de Janeiro, Brazil",2011,"Engenharia Sanitaria e Ambiental",NA,NA,NA,121,"8/10/2018","Journal article","10.1590/S1413-41522011000300011",NA,NA,16,3,281,290,1,0.14,1,2,7,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","256","256","17","Santos, Marinaldo Gomes dosPereira, Sueli Yoshinaga","AVI method (Aquifer Vulnerability Index) for groundwater vulnerability classification in Campos dos Goytacazes region, Rio de Janeiro, BrazilEngenharia Sanitaria e Ambiental","281-290","3",2011,"NA","NA","Cited By (since 2011): 1","NAhttp://www.scielo.br/pdf/esa/v16n3/v16n3a11.pdfinternal-pdf://2921622461/Santos-2011-AVI method (Aquifer Vulnerability.pdf","10.1590/S1413-41522011000300011","Engenharia Sanitaria e Ambiental","16","2921622461/Santos-2011-AVI method (Aquifer Vulnerability.pdf"
"364",3,"R.B. dos Santos, J. Lopes, K.B. dos Santos","Spatial distribution and temporal variation in composition of black fly species (diptera: Simuliidae) in a small watershed located in the northern of paraná state, Brazil [Distribuição espacial e variação temporal da composição de espécies de borrachudos (diptera: Simuliidae) em uma microbacia situada no norte do paraná]",2010,"Neotropical Entomology",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953528192&partnerID=40&md5=4e3badf94164f05248a953504c8cc4b0",NA,365,"8/10/2018","Article","",NA,NA,39,2,289,298,3,0.38,1,3,8,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","542","5420","2","Santos, R. B. dosLopes, J.Santos, K. B. dos","Spatial distribution and temporal variation in composition of black fly species (diptera: Simuliidae) in a small watershed located in the northern of paraná state, Brazil [Distribuição espacial e variação temporal da composição de espécies de borrachudos (diptera: Simuliidae) em uma microbacia situada no norte do paraná]","289-298","Query date: 2018-08-10",2010,"NA","NA","39Cited By (since 2010): 3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953528192&partnerID=40&md5=4e3badf94164f05248a953504c8cc4b0",NA,NA,NA,"manual_download_portuguese/630/be790487b45d247bfd062cdc1ef6adf3099e.pdf"
"626",0,"Rosa CecÃ­lia Lima Santos, Ãlvaro Silva Lima, Eliane Bezerra Cavalcanti, ClÃ¡udia Moura de Melo, Maria Nogueira Marques","Application of indexes to assess the water quality of coastal basin of the Sapucaia in Sergipe",2017,"Engenharia Sanitaria e Ambiental",NA,NA,NA,23,"8/10/2018","Journal article","10.1590/s1413-41522017159832",NA,NA,23,1,33,46,0,0,0,5,1,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","52","52","17","Santos, Rosa CecÃ­lia LimaLima, Ãlvaro SilvaCavalcanti, Eliane BezerraMelo, ClÃ¡udia Moura deMarques, Maria Nogueira","Application of indexes to assess the water quality of coastal basin of the Sapucaia in SergipeEngenharia Sanitaria e Ambiental","33-46","1",2017,"NA","NA",NA,"NAhttp://www.scielo.br/pdf/esa/v23n1/1809-4457-esa-s1413-41522017159832.pdfinternal-pdf://2542239486/Santos-2017-Application of indexes to assess t.pdf","10.1590/s1413-41522017159832","Engenharia Sanitaria e Ambiental","23","2542239486/Santos-2017-Application of indexes to assess t.pdf"
"481",1,"L.F. Sapucci, J.F.G. Monico, L.A.T. Machado, D.L. Herdies, R.A.F. De Souza","The IWV-GPS assimilation in Brazil: Optimization of the estimates of the zenithal tropospheric delay in real time [Assimilação do IWV-GPS no Brasil: Otimização das estimativas do atraso zenital troposférico em tempo real]",2007,"Revista Brasileira de Geofisica",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-40549141824&partnerID=40&md5=8b98c774a07ad5452cd5bd56246f7603",NA,482,"8/10/2018","Article","",NA,NA,25,3,267,279,1,0.09,0,5,11,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","659","6590","2","Sapucci, L. F.Monico, J. F. G.Machado, L. A. T.Herdies, D. L.Souza, R. A. F. De","The IWV-GPS assimilation in Brazil: Optimization of the estimates of the zenithal tropospheric delay in real time [Assimilação do IWV-GPS no Brasil: Otimização das estimativas do atraso zenital troposférico em tempo real]","267-279","Query date: 2018-08-10",2007,"NA","NA","25Cited By (since 2007): 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40549141824&partnerID=40&md5=8b98c774a07ad5452cd5bd56246f7603",NA,NA,NA,"manual_download_portuguese/634/a04v25n3.pdf"
"253",5,"K.R. Saraiva, F. De Souza","Statistics on irrigation in the south and southeast regions of Brazil, according to the 2005-2006 agricultural census [Estatísticas Sobre Irrigação Nas Regiões Sul e Sudeste do Brasil Segundo o Censo Agropecuário 2005-2006]",2012,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863975427&partnerID=40&md5=dbdb1fa178df22505d2731f19d9e3b42",NA,254,"8/10/2018","Article","",NA,NA,17,2,168,176,5,0.83,3,2,6,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","431","4310","2","Saraiva, K. R.Souza, F. De","Statistics on irrigation in the south and southeast regions of Brazil, according to the 2005-2006 agricultural census [Estatísticas Sobre Irrigação Nas Regiões Sul e Sudeste do Brasil Segundo o Censo Agropecuário 2005-2006]","168-176","Query date: 2018-08-10",2012,"NA","NA","17Cited By (since 2012): 5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863975427&partnerID=40&md5=dbdb1fa178df22505d2731f19d9e3b42",NA,NA,NA,"manual_download_portuguese/635/635.pdf"
"636",0,"Vanessa Sari, Marco AlÃ©sio Pereira, Nilza Maria dos Reis Castro, Masato Kobiyama","Effect of particle size and suspended sediment concentration on turbidity",2017,"Engenharia Sanitaria e Ambiental",NA,NA,NA,33,"8/10/2018","Journal article","10.1590/s1413-41522016144228",NA,NA,22,2,213,219,0,0,0,4,1,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","74","74","17","Sari, VanessaPereira, Marco AlÃ©sioCastro, Nilza Maria dos ReisKobiyama, Masato","Effect of particle size and suspended sediment concentration on turbidityEngenharia Sanitaria e Ambiental","213-219","2",2017,"NA","NA",NA,"NAhttp://www.scielo.br/pdf/esa/v22n2/1809-4457-esa-s1413_41522016144228.pdfinternal-pdf://2659229171/Sari-2017-Effect of particle size and suspende.pdf","10.1590/s1413-41522016144228","Engenharia Sanitaria e Ambiental","22","2659229171/Sari-2017-Effect of particle size and suspende.pdf"
"196",0,"L.M. Sato, C.F. Souza, J.G. Peres","Mathematical models for dimensioning of wet bulb in drip irrigation [Avaliação dos modelos matemáticos para dimensionamento do bulbo molhado na irrigação por gotejamento]",2013,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876981417&partnerID=40&md5=7b5460997835f07bb2cf0eb164e013c1",NA,197,"8/10/2018","Article","",NA,NA,18,1,99,112,0,0,0,3,5,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","374","3740","2","Sato, L. M.Souza, C. F.Peres, J. G.","Mathematical models for dimensioning of wet bulb in drip irrigation [Avaliação dos modelos matemáticos para dimensionamento do bulbo molhado na irrigação por gotejamento]","99-112","Query date: 2018-08-10",2013,"NA","NA","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876981417&partnerID=40&md5=7b5460997835f07bb2cf0eb164e013c1",NA,NA,NA,"manual_download_portuguese/638/638.pdf"
"318",2,"D.M. Saunite, R.M. Da Silveira Bello, F.R.D. De Andrade, G.A.J. Szabó","Talc-bearing metadolomites of the Itaiacoca Group, Paraná (Southern Brazil): Fluid regime and genetic implications [Metadolomitos Talcificados do Grupo Itaiacoca, Paraná: Regime de Fluidos e Implicações Genéticas]",2011,"Geologia USP - Serie Cientifica",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954592677&doi=10.5327%2fZ1519-874X2011000100010&partnerID=40&md5=0dd16c5cbb6f4f60488037f5aea70c6a",NA,319,"8/10/2018","Article","10.5327/Z1519-874X2011000100010",NA,NA,11,1,171,187,2,0.29,1,4,7,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","496","496","2","Saunite, D. M.Bello, R. M. Da SilveiraAndrade, F. R. D. DeSzabó, G. A. J.","Talc-bearing metadolomites of the Itaiacoca Group, Paraná (Southern Brazil): Fluid regime and genetic implications [Metadolomitos Talcificados do Grupo Itaiacoca, Paraná: Regime de Fluidos e Implicações Genéticas]","171-187","Query date: 2018-08-10",2011,"NA","NA","11Cited By (since 2011): 2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954592677&doi=10.5327%2fZ1519-874X2011000100010&partnerID=40&md5=0dd16c5cbb6f4f60488037f5aea70c6ahttp://www.revistas.usp.br/guspsc/article/download/27503/29275internal-pdf://4162503268/Saunite-2011-Talc-bearing metadolomites of the.pdf","10.5327/Z1519-874X2011000100010",NA,NA,"4162503268/Saunite-2011-Talc-bearing metadolomites of the.pdf"
"291",3,"A.L. Scherer, M.V. Petry, J.F.M. Scherer","Structure and composition of waterbird community in an wetland in Southern Brazil [Estrutura e composição da comunidade de aves aquáticas em uma área úmida no sul do Brasil]",2011,"Revista Brasileira de Ornitologia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054921774&partnerID=40&md5=fbafe0bc5a924aa7e92843c3ee93a872",NA,292,"8/10/2018","Article","",NA,NA,19,3,323,331,3,0.43,1,3,7,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","469","4690","2","Scherer, A. L.Petry, M. V.Scherer, J. F. M.","Structure and composition of waterbird community in an wetland in Southern Brazil [Estrutura e composição da comunidade de aves aquáticas em uma área úmida no sul do Brasil]","323-331","Query date: 2018-08-10",2011,"NA","NA","19Cited By (since 2011): 3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054921774&partnerID=40&md5=fbafe0bc5a924aa7e92843c3ee93a872",NA,NA,NA,"manual_download_portuguese/642/642.pdf"
"144",1,"A.F. Schlichting, M. Koetz, E.M. Bonfim-Silva, T.J.A. Da Silva","Maize development under different nitrogen levels and soil water tensions [Desenvolvimento do milho submetido a doses de nitrogênio e tensões de água no solo]",2014,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921970067&partnerID=40&md5=e0c1a79fd0b876487ce7ab9bd50019c1",NA,145,"8/10/2018","Article","",NA,NA,19,4,598,611,1,0.25,0,4,4,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","304","3040","2","Schlichting, A. F.Koetz, M.Bonfim-Silva, E. M.Silva, T. J. A. Da","Maize development under different nitrogen levels and soil water tensions [Desenvolvimento do milho submetido a doses de nitrogênio e tensões de água no solo]","598-611","Query date: 2018-08-10",2014,"NA","NA","19Cited By (since 2014): 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921970067&partnerID=40&md5=e0c1a79fd0b876487ce7ab9bd50019c1",NA,NA,NA,"manual_download_portuguese/644/644.pdf"
"555",41,"U.H. Schulz, H. Martins Jr.","Astyanax fasciatus as bioindicator of water pollution of Rio dos Sinos, RS, Brazil [Astyanax fasciatus como bioindicador da poluição da água do Rio dos Sinos, RS, Brasil]",2001,"Brazilian Journal of Biology",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035502547&doi=10.1590%2fS1519-69842001000400010&partnerID=40&md5=ca3cc8d1f358845b133dce55cc5fb12d",NA,556,"8/10/2018","Article","10.1590/S1519-69842001000400010",NA,NA,61,4,615,622,41,2.41,21,2,17,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","733","733","2","Schulz, U. H.Jr, H. Martins","Astyanax fasciatus as bioindicator of water pollution of Rio dos Sinos, RS, Brazil [Astyanax fasciatus como bioindicador da poluição da água do Rio dos Sinos, RS, Brasil]","615-622","Query date: 2018-08-10",2001,"NA","NA","61Cited By (since 2001): 41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035502547&doi=10.1590%2fS1519-69842001000400010&partnerID=40&md5=ca3cc8d1f358845b133dce55cc5fb12dhttp://www.scielo.br/pdf/bjb/v61n4/a10v61n4.pdfinternal-pdf://1501959617/Schulz-2001-Astyanax fasciatus as bioindicator.pdf","10.1590/S1519-69842001000400010",NA,NA,"1501959617/Schulz-2001-Astyanax fasciatus as bioindicator.pdf"
"311",18,"E. Scremin-Dias, A.P. Lorenz-Lemke, A.K.M. Oliveira","The floristic heterogeneity of the Pantanal and the occurrence of species with different adaptive strategies to water stress [A heterogeneidade florística do Pantanal e a ocorência de espêcies com diferentes estratêgias adaptativas ao estresse hídrico]",2011,"Brazilian Journal of Biology",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955811846&doi=10.1590%2fS1519-69842011000200006&partnerID=40&md5=cc8182b15b0aa010ba12c582c67fab36",NA,312,"8/10/2018","Article","10.1590/S1519-69842011000200006",NA,NA,71,1,275,282,18,2.57,6,3,7,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","489","489","2","Scremin-Dias, E.Lorenz-Lemke, A. P.Oliveira, A. K. M.","The floristic heterogeneity of the Pantanal and the occurrence of species with different adaptive strategies to water stress [A heterogeneidade florística do Pantanal e a ocorência de espêcies com diferentes estratêgias adaptativas ao estresse hídrico]","275-282","Query date: 2018-08-10",2011,"NA","NA","71Cited By (since 2011): 18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955811846&doi=10.1590%2fS1519-69842011000200006&partnerID=40&md5=cc8182b15b0aa010ba12c582c67fab36http://www.scielo.br/pdf/bjb/v71n1s1/06.pdfinternal-pdf://1532437289/Scremin-Dias-2011-The floristic heterogeneity.pdf","10.1590/S1519-69842011000200006",NA,NA,"1532437289/Scremin-Dias-2011-The floristic heterogeneity.pdf"
"657",0,"Emerson Hochsteiner de Vasconcelos Segundo, Sandro JosÃ© Froehner","Conductometric model for the determination of dissolved carbon dioxide concentration in Vossoroca Reservoir, Brazil",2016,"Engenharia Sanitaria e Ambiental",NA,NA,NA,54,"8/10/2018","Journal article","10.1590/S1413-41522016120490",NA,NA,21,3,479,487,0,0,0,2,2,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","120","120","17","Segundo, Emerson Hochsteiner de VasconcelosFroehner, Sandro JosÃ©","Conductometric model for the determination of dissolved carbon dioxide concentration in Vossoroca Reservoir, BrazilEngenharia Sanitaria e Ambiental","479-487","3",2016,"NA","NA",NA,"NAhttp://www.scielo.br/pdf/esa/v21n3/1809-4457-esa-46-02-S1413_41522016120490.pdfinternal-pdf://0619853044/Segundo-2016-Conductometric model for the dete.pdf","10.1590/S1413-41522016120490","Engenharia Sanitaria e Ambiental","21","0619853044/Segundo-2016-Conductometric model for the dete.pdf"
"262",10,"M.O. Segura, A.A. Fonseca-Gessner, M.R. Spies, A.E. Siegloch","Water beetles in mountainous regions in southeastern Brazil [Coleoptera aquáticos em regiões montanhosas no sudeste do Brasil]",2012,"Brazilian Journal of Biology",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865146098&doi=10.1590%2fS1519-69842012000200012&partnerID=40&md5=b8b3bd639f4ec3b56002059b7ac9d8b1",NA,263,"8/10/2018","Article","10.1590/S1519-69842012000200012",NA,NA,72,2,311,321,10,1.67,3,4,6,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","440","440","2","Segura, M. O.Fonseca-Gessner, A. A.Spies, M. R.Siegloch, A. E.","Water beetles in mountainous regions in southeastern Brazil [Coleoptera aquáticos em regiões montanhosas no sudeste do Brasil]","311-321","Query date: 2018-08-10",2012,"NA","NA","72Cited By (since 2012): 10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865146098&doi=10.1590%2fS1519-69842012000200012&partnerID=40&md5=b8b3bd639f4ec3b56002059b7ac9d8b1http://www.scielo.br/pdf/bjb/v72n2/12.pdfinternal-pdf://1128220539/Segura-2012-Water beetles in mountainous regio.pdf","10.1590/S1519-69842012000200012",NA,NA,"1128220539/Segura-2012-Water beetles in mountainous regio.pdf"
"214",0,"M.O. Segura, T. Siqueira, A.A. Fonseca-Gessner","Variation in body size of Phanocerus clavicornis Sharp, 1882 (Coleoptera: Elmidae: Larainae) in Atlantic Rainforest streams in response to hydraulic disturbance [Variação no tamanho corpóreo de Phanocerus clavicornis Sharp, 1882 (Coleoptera: Elmidae: Larainae) em córregos da Mata Atlântica sob perturbação hidráulica]",2013,"Brazilian Journal of Biology",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899902944&doi=10.1590%2fS1519-698420130004000010&partnerID=40&md5=bb05f046422986d9cfda59fe659ef91a",NA,215,"8/10/2018","Article","10.1590/S1519-698420130004000010",NA,NA,73,4,747,752,0,0,0,3,5,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","392","3920","2","Segura, M. O.Siqueira, T.Fonseca-Gessner, A. A.","Variation in body size of Phanocerus clavicornis Sharp, 1882 (Coleoptera: Elmidae: Larainae) in Atlantic Rainforest streams in response to hydraulic disturbance [Variação no tamanho corpóreo de Phanocerus clavicornis Sharp, 1882 (Coleoptera: Elmidae: Larainae) em córregos da Mata Atlântica sob perturbação hidráulica]","747-752","Query date: 2018-08-10",2013,"NA","NA","73","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899902944&doi=10.1590%2fS1519-698420130004000010&partnerID=40&md5=bb05f046422986d9cfda59fe659ef91a","10.1590/S1519-698420130004000010",NA,NA,"manual_download_portuguese/651/651.pdf"
"282",8,"E.T. Shinzato, K.C. Tonello, E.A.G. Gasparoto, R.O.A. Valente","Stemflow in different forest fragments of Ipanema National Forest in Iperó, Brazil [Escoamento pelo tronco em diferentes povoamentos florestais na floresta nacional de ipanema em iperó, Brasil]",2011,"Scientia Forestalis/Forest Sciences",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84055190001&partnerID=40&md5=dd1e6830d53157e22989b299493fd717",NA,283,"8/10/2018","Article","",NA,NA,NA,92,395,402,8,1.14,2,4,7,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","460","4600","2","Shinzato, E. T.Tonello, K. C.Gasparoto, E. A. G.Valente, R. O. A.","Stemflow in different forest fragments of Ipanema National Forest in Iperó, Brazil [Escoamento pelo tronco em diferentes povoamentos florestais na floresta nacional de ipanema em iperó, Brasil]","395-402","Query date: 2018-08-10",2011,"NA","NA","Cited By (since 2011): 8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84055190001&partnerID=40&md5=dd1e6830d53157e22989b299493fd717",NA,NA,NA,"manual_download_portuguese/653/653.pdf"
"549",4,"S. Shiraiwa, S.P. Lisovsky, V.R. Elis, J.L. Porsani, W.R. Borges","Estudos geofísicos integrados no lixão de Cuiabá, MT, Brasil - Resultados preliminares",2002,"Revista Brasileira de Geofisica",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751543783&doi=10.1590%2fS0102-261X2002000300004&partnerID=40&md5=f1cffbf8791f17b9e8fb054986d2bf8e",NA,550,"8/10/2018","Article","10.1590/S0102-261X2002000300004",NA,NA,20,3,181,186,4,0.25,1,5,16,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","727","727","2","Shiraiwa, S.Lisovsky, S. P.Elis, V. R.Porsani, J. L.Borges, W. R.","Estudos geofísicos integrados no lixão de Cuiabá, MT, Brasil - Resultados preliminares","181-186","Query date: 2018-08-10",2002,"NA","NA","20Cited By (since 2002): 4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751543783&doi=10.1590%2fS0102-261X2002000300004&partnerID=40&md5=f1cffbf8791f17b9e8fb054986d2bf8ehttp://www.scielo.br/pdf/rbg/v20n3/a04v20n3.pdfinternal-pdf://3701827215/Shiraiwa-2002-Estudos geofísicos integrados no.pdf","10.1590/S0102-261X2002000300004",NA,NA,"3701827215/Shiraiwa-2002-Estudos geofísicos integrados no.pdf"
