"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source-app","rec-number","foreign-keys","ref-type","contributors","titles","pages","number","dates","publisher","isbn","notes","urls","electronic-resource-num","periodical","volume","pdfs"
"648",0,"Angelita Aparecida Ribeiro da Silva, Carlos Alberto Paulinetti da Camara, Ilza Lobo, Ieda Spacino ScarmÃ­nio, JoÃ£o Carlos Alves","Optimization of electrocoagulation operating parameters applied to the recovery vehicle washing wastewater",2017,"Engenharia Sanitaria e Ambiental",NA,NA,NA,45,"8/10/2018","Journal article","10.1590/s1413-41522017111063",NA,NA,22,1,179,186,0,0,0,5,1,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","99","99","17","Silva, Angelita Aparecida Ribeiro daCamara, Carlos Alberto Paulinetti daLobo, IlzaScarmÃ­nio, Ieda SpacinoAlves, JoÃ£o Carlos","Optimization of electrocoagulation operating parameters applied to the recovery vehicle washing wastewaterEngenharia Sanitaria e Ambiental","179-186","1",2017,"NA","NA",NA,"NAhttp://www.scielo.br/pdf/esa/v22n1/1809-4457-esa-22-01-00179.pdfinternal-pdf://0087455740/Silva-2017-Optimization of electrocoagulation.pdf","10.1590/s1413-41522017111063","Engenharia Sanitaria e Ambiental","22","0087455740/Silva-2017-Optimization of electrocoagulation.pdf"
"524",14,"A.C. Da Silva, M. Araújo, B. Bourlès","Seasonal variation of the water masses structure in the Amazon continental shelf and adjacent oceanic area [Variação sazonal da estrutura de massas de água na plataforma continental do amazonas e area oceánica adjacente]",2005,"Revista Brasileira de Geofisica",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34147190240&partnerID=40&md5=2000810a9bf5d0aee145dc6c5857e124",NA,525,"8/10/2018","Article","",NA,NA,23,2,145,157,14,1.08,5,3,13,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","702","7020","2","Silva, A. C. DaAraújo, M.Bourlès, B.","Seasonal variation of the water masses structure in the Amazon continental shelf and adjacent oceanic area [Variação sazonal da estrutura de massas de água na plataforma continental do amazonas e area oceánica adjacente]","145-157","Query date: 2018-08-10",2005,"NA","NA","23Cited By (since 2005): 14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34147190240&partnerID=40&md5=2000810a9bf5d0aee145dc6c5857e124",NA,NA,NA,"manual_download_portuguese/656/a04v23n2.pdf"
"515",5,"A.M. Da Silva, M. Ranzini, M.E.G. Guandique, F.C.S. Arcova, V. De Cicco","Integrated study of the erosive process in a experimental watershed located at Citnha São Paulo State - Brazil [Estudo integrado do processo erosivo numa microbacia experimental localizada no Município de Cunha - SP]",2005,"Geociencias",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747505722&partnerID=40&md5=da461acc89f22970c3ce3386a6291b7e",NA,516,"8/10/2018","Article","",NA,NA,24,1,43,53,5,0.38,1,5,13,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","693","6930","2","Silva, A. M. DaRanzini, M.Guandique, M. E. G.Arcova, F. C. S.Cicco, V. De","Integrated study of the erosive process in a experimental watershed located at Citnha São Paulo State - Brazil [Estudo integrado do processo erosivo numa microbacia experimental localizada no Município de Cunha - SP]","43-53","Query date: 2018-08-10",2005,"NA","NA","24Cited By (since 2005): 5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747505722&partnerID=40&md5=da461acc89f22970c3ce3386a6291b7e",NA,NA,NA,"manual_download_portuguese/657/ESTUDO_INTEGRADO_DO_PROCESSO_EROSIVO_NUMA_MICROBAC.pdf"
"146",3,"A.O. De Silva, G.B.A. Moura, A.E. Klar","Climatic classification of thornthwaite and its agro-climatic feasibility in different precipitation regimes in pernambuco [Classificação climática de thornthwaite e sua aplicabilidade agroclimatológica nos diferentes regimes de precipitação em pernambuco]",2014,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899750263&partnerID=40&md5=7922ce96d5f044eaa031c8f43053515e",NA,147,"8/10/2018","Article","",NA,NA,19,1,46,60,3,0.75,1,3,4,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","308","3080","2","Silva, A. O. DeMoura, G. B. A.Klar, A. E.","Climatic classification of thornthwaite and its agro-climatic feasibility in different precipitation regimes in pernambuco [Classificação climática de thornthwaite e sua aplicabilidade agroclimatológica nos diferentes regimes de precipitação em pernambuco]","46-60","Query date: 2018-08-10",2014,"NA","NA","19Cited By (since 2014): 3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899750263&partnerID=40&md5=7922ce96d5f044eaa031c8f43053515e",NA,NA,NA,"manual_download_portuguese/658/658.pdf"
"91",0,"C.A. da Silva, D. Dourado Neto, C.J. da Silva, B. de Melo","Development of surinam cherry seedlings as a function of irrigation depths in two container sizes [Desenvolvimento de mudas de pitangueira em função de lâminas de irrigação em dois tamanhos de recipiente]",2015,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957569782&doi=10.15809%2firriga.2015v20n4p638&partnerID=40&md5=a6e5df01b4845ed6ae5ef312e829afa6",NA,91,"8/10/2018","Article","10.15809/irriga.2015v20n4p638",NA,NA,20,4,638,651,0,0,0,4,3,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","197","197","2","Silva, C. A. daNeto, D. DouradoSilva, C. J. daMelo, B. de","Development of surinam cherry seedlings as a function of irrigation depths in two container sizes [Desenvolvimento de mudas de pitangueira em função de lâminas de irrigação em dois tamanhos de recipiente]","638-651","Query date: 2018-08-10",2015,"NA","NA","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957569782&doi=10.15809%2firriga.2015v20n4p638&partnerID=40&md5=a6e5df01b4845ed6ae5ef312e829afa6http://irriga.fca.unesp.br/index.php/irriga/article/download/836/1362internal-pdf://1864801810/Silva-2015-Development of surinam cherry seedl.pdf","10.15809/irriga.2015v20n4p638",NA,NA,"1864801810/Silva-2015-Development of surinam cherry seedl.pdf"
"634",0,"Cesar Aparecido da Silva, Elisa Hizuru Uemura Yamanaka, Cristiane SchÃ¼ler Monteiro","Microbiological monitoring from fountains in public parks in Curitiba (PR), Brazil",2017,"Engenharia Sanitaria e Ambiental",NA,NA,NA,31,"8/10/2018","Journal article","10.1590/s1413-41522016158283",NA,NA,22,2,271,275,0,0,0,3,1,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","69","69","17","Silva, Cesar Aparecido daYamanaka, Elisa Hizuru UemuraMonteiro, Cristiane SchÃ¼ler","Microbiological monitoring from fountains in public parks in Curitiba (PR), BrazilEngenharia Sanitaria e Ambiental","271-275","2",2017,"NA","NA",NA,"NAhttp://www.scielo.br/pdf/esa/v22n2/1809-4457-esa-s1413_41522016158283.pdfinternal-pdf://1233300549/Silva-2017-Microbiological monitoring from fou.pdf","10.1590/s1413-41522016158283","Engenharia Sanitaria e Ambiental","22","1233300549/Silva-2017-Microbiological monitoring from fou.pdf"
"281",1,"C. da Silva, A.M.S. Oliveira, R.C.L. Figueira, D. Semensatto, G. Labuto","Study of the silting of Tanque Grande reservoir, Guarulhos (SP), Brazil [Estudo do assoreamento do reservatório Tanque Grande, Guarulhos (SP)]",2011,"Geociencias",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82555189344&partnerID=40&md5=e52e7809bf9f373e4590d24a0fe91c9c",NA,282,"8/10/2018","Article","",NA,NA,30,2,253,267,1,0.14,0,5,7,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","459","4590","2","Silva, C. daOliveira, A. M. S.Figueira, R. C. L.Semensatto, D.Labuto, G.","Study of the silting of Tanque Grande reservoir, Guarulhos (SP), Brazil [Estudo do assoreamento do reservatório Tanque Grande, Guarulhos (SP)]","253-267","Query date: 2018-08-10",2011,"NA","NA","30Cited By (since 2011): 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82555189344&partnerID=40&md5=e52e7809bf9f373e4590d24a0fe91c9c",NA,NA,NA,"manual_download_portuguese/661/Art 09_Silva.pdf"
"210",9,"C.V. Silva, R. Henry","Aquatic macroinvertebrates associated with Eichhornia azurea (Swartz) Kunth and relationships with abiotic factors in marginal lentic ecosystems (São Paulo, Brazil) [Macroinvertebrados aquáticos associados à Eichhornia azurea (Swartz) Kunth e suas relações com as variáveis abióticas em ecossistemas lênticos marginais (São Paulo, Brasil)]",2013,"Brazilian Journal of Biology",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876871785&doi=10.1590%2fS1519-69842013000100016&partnerID=40&md5=fdb007b2364e34212b871eda8f6a9b06",NA,211,"8/10/2018","Article","10.1590/S1519-69842013000100016",NA,NA,73,1,149,162,9,1.8,5,2,5,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","388","388","2","Silva, C. V.Henry, R.","Aquatic macroinvertebrates associated with Eichhornia azurea (Swartz) Kunth and relationships with abiotic factors in marginal lentic ecosystems (São Paulo, Brazil) [Macroinvertebrados aquáticos associados à Eichhornia azurea (Swartz) Kunth e suas relações com as variáveis abióticas em ecossistemas lênticos marginais (São Paulo, Brasil)]","149-162","Query date: 2018-08-10",2013,"NA","NA","73Cited By (since 2013): 9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876871785&doi=10.1590%2fS1519-69842013000100016&partnerID=40&md5=fdb007b2364e34212b871eda8f6a9b06http://www.scielo.br/pdf/bjb/v73n1/16.pdfinternal-pdf://1629405297/Silva-2013-Aquatic macroinvertebrates associat.pdf","10.1590/S1519-69842013000100016",NA,NA,"1629405297/Silva-2013-Aquatic macroinvertebrates associat.pdf"
"36",0,"D. Costa E Silva, G. Candido, J. Baracuhy, H. Chaves, W. Curi","Water resources management in Brazil and interdisciplinarity: A reflection around contemporary notes this relationship [Gestão de recursos hídricos no Brasil e interdisciplinaridade: Uma reflexão em torno de apontamentos contemporâneos desta relação]",2017,"Espacios",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013845555&partnerID=40&md5=5db36ba10a029f309731fce20a6aae52",NA,36,"8/10/2018","Article","",NA,NA,38,1,NA,NA,0,0,0,5,1,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","79","790","2","Silva, D. Costa E.Candido, G.Baracuhy, J.Chaves, H.Curi, W.","Water resources management in Brazil and interdisciplinarity: A reflection around contemporary notes this relationship [Gestão de recursos hídricos no Brasil e interdisciplinaridade: Uma reflexão em torno de apontamentos contemporâneos desta relação]",NA,"Query date: 2018-08-10",2017,"NA","NA","38","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013845555&partnerID=40&md5=5db36ba10a029f309731fce20a6aae52",NA,NA,NA,"manual_download_portuguese/665/a17v38n01p04.pdf"
"388",13,"E.A. da Silva, O. Brunini, E. Sakai, F.B. Arruda, R.C.M. Pires","Influence of controlled water deficits on flowering synchronization and yield of coffee under three distinct edapho-climatic conditions of São Paulo state, Brazil [Influência de déficits hídricos controlados na uniformização do florescimento e produção do cafeeiro em três diferentes condições edafoclimáticas do estado de São Paulo]",2009,"Bragantia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349621377&partnerID=40&md5=70d8662c3958d5d1ee7226c9c6b9f189",NA,389,"8/10/2018","Article","",NA,NA,68,2,493,501,13,1.44,3,5,9,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","566","5660","2","Silva, E. A. daBrunini, O.Sakai, E.Arruda, F. B.Pires, R. C. M.","Influence of controlled water deficits on flowering synchronization and yield of coffee under three distinct edapho-climatic conditions of São Paulo state, Brazil [Influência de déficits hídricos controlados na uniformização do florescimento e produção do cafeeiro em três diferentes condições edafoclimáticas do estado de São Paulo]","493-501","Query date: 2018-08-10",2009,"NA","NA","68Cited By (since 2009): 13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349621377&partnerID=40&md5=70d8662c3958d5d1ee7226c9c6b9f189",NA,NA,NA,"manual_download_portuguese/666/666.pdf"
"157",0,"J.J.F. da Silva","Hydrochemical study of furnas aquifer in the south region of Mato Grosso State [Caracterização das águas subterrâneas do aquífero furnas na região sul do estado de Mato Grosso]",2014,"Geociencias",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908206827&partnerID=40&md5=c130fc7b530bbf7fc1f0b67a81d0b243",NA,158,"8/10/2018","Article","",NA,NA,33,2,261,277,0,0,0,1,4,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","329","3290","2","Silva, J. J. F. da","Hydrochemical study of furnas aquifer in the south region of Mato Grosso State [Caracterização das águas subterrâneas do aquífero furnas na região sul do estado de Mato Grosso]","261-277","Query date: 2018-08-10",2014,"NA","NA","33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908206827&partnerID=40&md5=c130fc7b530bbf7fc1f0b67a81d0b243",NA,NA,NA,"manual_download_portuguese/668/7345-8501-1-PB.pdf"
"129",3,"J.L. Silva, K.C. Tonello","Morphometry of the ribeirão dos pinheirinhos watershed, brotas?SP [Morfometria da bacia hidrográfica do ribeirão dos pinheirinhos, brotas-SP]",2014,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899731412&partnerID=40&md5=ef68b059b4eebdc32b8a09298bd99666",NA,129,"8/10/2018","Article","",NA,NA,19,1,103,114,3,0.75,2,2,4,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","272","2720","2","Silva, J. L.Tonello, K. C.","Morphometry of the ribeirão dos pinheirinhos watershed, brotas?SP [Morfometria da bacia hidrográfica do ribeirão dos pinheirinhos, brotas-SP]","103-114","Query date: 2018-08-10",2014,"NA","NA","19Cited By (since 2014): 3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899731412&partnerID=40&md5=ef68b059b4eebdc32b8a09298bd99666",NA,NA,NA,"manual_download_portuguese/669/Silva et al. (2014) Morgometria da bacia hidrografica.pdf"
"197",3,"K.R. da Silva, R.A. Cecílio, A.C. Xavier, J.R.M. Pezzopane, G.O. Garcia","Soil and climatic zoning of rubber tree at state of Espíritosanto, Brazil [Zoneamento edafoclimático para a cultura da seringueira no espírito santo]",2013,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877004339&partnerID=40&md5=8ded4951944f1308d4e28d1c9149836a",NA,198,"8/10/2018","Article","",NA,NA,18,1,1,12,3,0.6,1,5,5,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","375","3750","2","Silva, K. R. daCecílio, R. A.Xavier, A. C.Pezzopane, J. R. M.Garcia, G. O.","Soil and climatic zoning of rubber tree at state of Espíritosanto, Brazil [Zoneamento edafoclimático para a cultura da seringueira no espírito santo]","1-12","Query date: 2018-08-10",2013,"NA","NA","18Cited By (since 2013): 3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877004339&partnerID=40&md5=8ded4951944f1308d4e28d1c9149836a",NA,NA,NA,"manual_download_portuguese/670/Da Silva et al. (2013) Zoneamento edafoclimatica para a cultura.pdf"
"530",6,"L. Dos Santos Silva, L.B. De Miranda, B.M. De Castro Filho","Numerical study of the circulation and thermohaline structure in the area adjacent to the São Sebastião Island (SP) [Estudo numérico da circulação e da estrutura termohalina na região adjacente à Ilha de São Sebastião (SP)]",2004,"Revista Brasileira de Geofisica",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947378372&partnerID=40&md5=8505a9e90dd9fcda6bb0632675313db6",NA,531,"8/10/2018","Article","",NA,NA,22,3,197,221,6,0.43,2,3,14,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","708","7080","2","Silva, L. Dos SantosMiranda, L. B. DeFilho, B. M. De Castro","Numerical study of the circulation and thermohaline structure in the area adjacent to the São Sebastião Island (SP) [Estudo numérico da circulação e da estrutura termohalina na região adjacente à Ilha de São Sebastião (SP)]","197-221","Query date: 2018-08-10",2004,"NA","NA","22Cited By (since 2004): 6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947378372&partnerID=40&md5=8505a9e90dd9fcda6bb0632675313db6",NA,NA,NA,"manual_download_portuguese/671/a01v22n3.pdf"
"661",0,"Leandro Jorge da Silva, LaudicÃ©ia Giacometti Lopes, Luiz Augusto Amaral","Quality of public-supply water in Jaboticabal city, Brazil",2016,"Engenharia Sanitaria e Ambiental",NA,NA,NA,58,"8/10/2018","Journal article","10.1590/S1413-41522016121151",NA,NA,21,3,615,622,0,0,0,3,2,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","130","130","17","Silva, Leandro Jorge daLopes, LaudicÃ©ia GiacomettiAmaral, Luiz Augusto","Quality of public-supply water in Jaboticabal city, BrazilEngenharia Sanitaria e Ambiental","615-622","3",2016,"NA","NA",NA,"NAhttp://www.scielo.br/pdf/esa/v21n3/1809-4457-esa-21-03-00615.pdfinternal-pdf://2379234247/Silva-2016-Quality of public-supply water in J.pdf","10.1590/S1413-41522016121151","Engenharia Sanitaria e Ambiental","21","2379234247/Silva-2016-Quality of public-supply water in J.pdf"
"521",1,"L. Pereira Da Silva, V. Maniesi","Assessment of land use and occupation limits and the small hydroelectric stations of the sub-basin of the Enganado River, Rondônia: A proposal of sustainable use [Avaliação dos limites de uso e ocupação e as pequenas centrais hidrelétricas da sub-bacia do Rio Enganado - Rondônia: Uma proposta de uso sustentável]",2005,"Geociencias",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749178063&partnerID=40&md5=087b492b4869aa49cef45f6c3e4cf432",NA,522,"8/10/2018","Article","",NA,NA,24,3,267,276,1,0.08,1,2,13,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","699","6990","2","Silva, L. Pereira DaManiesi, V.","Assessment of land use and occupation limits and the small hydroelectric stations of the sub-basin of the Enganado River, Rondônia: A proposal of sustainable use [Avaliação dos limites de uso e ocupação e as pequenas centrais hidrelétricas da sub-bacia do Rio Enganado - Rondônia: Uma proposta de uso sustentável]","267-276","Query date: 2018-08-10",2005,"NA","NA","24Cited By (since 2005): 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749178063&partnerID=40&md5=087b492b4869aa49cef45f6c3e4cf432",NA,NA,NA,"manual_download_portuguese/674/9723-11392-1-PB.pdf"
